ID,Answer
95,
96,1934
97,檸檬酸咖啡因
98,1913年
99,1949
100,大象
101,1915
102,
103,有絲分裂
104,德國
105,芝諾比亞
106,仁祖
107,十個
108,佛教
109,臺中高農
110,下薩克森邦
111,
112,1944年
113,薩伏伊皇后
114,咸豐帝
115,哈林河
116,孟加拉
117,崔鉉洙
118,
119,荷蘭語
120,普特南
121,主席
122,德國人
123,陳寅恪
124,
125,漢字列為正統、並列在科舉考試之內，致使想當官的文人不得不學漢字、背誦四書五經等。一旦這些人考試入取、功成名就後，當然就繼續擁護漢字的正統地位，因為這樣才能維護他們的既得利益。相形之下，那些沒錄取、略懂漢字的文人因生活周遭與勞苦大眾接觸，為了反應實際需要，就傾向於使用喃字。第三，喃字受先天文字限制。
126,四百公尺
127,1939年
128,施里芬計劃的最主要目的為先使用大量優勢兵力向西擊敗法國然後再掉頭往東對付俄國，然而德國總參謀長小毛奇卻害怕德軍在東線戰線上沒有足夠兵力應付俄國。故此，他決定於西線調派多一些兵力到東線上應付俄軍，此決定令德軍於西線的進攻上遇到更多困難
129,林家
130,運貨
131,公民權
132,西人黨
133,2013年
134,臺北
135,查莫洛人
136,
137,蘇聯
138,38
139,1941年
140,多腔磁控管雷達
141,點石齋畫報
142,南越
143,1988
144,上吊自殺
145,吉米卡特
146,沈括
147,布告各省公啟
148,阿拉里克
149,德蘇戰爭
150,髒層
151,工業國家
152,1949
153,
154,清光緒十七年
155,雕像
156,1958年金門八二三砲戰國軍一方防衛成功，使得雙方暫時停火。之後經過二年，與往後1965年間偶發零星小戰鬥，此軍事衝突直到1978年底才正式宣告兩岸對峙時代結束，臺灣海峽危機得以正式終止。
157,65000
158,乙醚
159,唐太宗
160,卡爾梅克人
161,1969
162,63
163,副大法官
164,古希臘
165,英語
166,填海
167,蔣中正
168,農業
169,網景通訊公司
170,9月1日
171,1999年
172,秋郊夕照圖
173,
174,68年
175,南越國
176,莎草紙
177,岑智明
178,普法戰爭
179,公元前362年
180,創建強力政府
181,28歲
182,1955年
183,保加利亞
184,燃煤取暖
185,10度
186,社會黨
187,西歐
188,波士頓
189,1992
190,下旋球
191,
192,明朝
193,文藝復興
194,
195,
196,道縣玉蟾岩
197,
198,森林
199,阿森納女子足球俱樂部
200,
201,酒樓
202,1920
203,美元
204,多倫多
205,前拉後推式列車
206,彌爾
207,中央情報局
208,梅莉·史翠普
209,類比訊號是指在時域上數學形式為連續函式的訊號。
210,
211,亞歷山大一世
212,威尼斯影展
213,清涼
214,
215,聯盟合作
216,甲午戰爭
217,克孜勒
218,
219,好在歷史是人民寫的。他的病本非難症，只因治療不及時，引起多種併發症。
220,美觀
221,
222,雲南
223,1982
224,1428
225,皇帝
226,格爾拉赫峰
227,莫斯科中山大學
228,微軟
229,2006年
230,沒有發現任何隕石坑。
231,人體器官移植條例
232,1262
233,經為西班牙佔領，西班牙人在臺灣北部的雞籠與社寮島築城，並稱之為「聖救主」城。之後又佔領蛤仔難，並在滬尾興建「聖多明哥城」。後來荷蘭人與西班牙人在東亞展開競爭，荷蘭東印度公司對日本幕府散播西班牙企圖顛覆德川幕府陰謀，引起日本鎖國政策。為了進一步驅逐西班牙勢力，荷蘭人於1642年攻佔了西班牙的佔領的雞籠地區
234,三倍
235,是星團或是星系。
236,弘安之役
237,2016年
238,1968
239,韓國
240,美式大學
241,站。
242,萬神廟
243,布農族
244,黑死病
245,
246,查普曼
247,所代表的含意與現代同性戀的觀點並不相同，因為前者還代表友情、尊敬和雙性戀。此外，羅馬公民可以隨時進入非公民男性、男奴、男孩、閹人或男妓來滿足自己的性慾，與對象為年輕女奴、妾侍和妓女時的情形並無差異，但上層階級絕對不會允許他人進入自己，無論對方的年齡或階層高低與否。在男性性行為中，他必須扮演主導的角色
248,2009年
249,洛杉磯湖人
250,溥儁
251,副主席
252,採用正常的數列表示，率先獲得7分並領先對手至少2分的選手獲勝。決勝局開始時的發球權歸上一局比賽的接球手，該名選手在自己的右邊發球區發球，然後將發球權交給對手。接下來雙方在每兩次發球後便交換發球權。每名選手在其每兩次發球中，先在左邊發球區發球，再在右邊發球區發球。每次比數總和達至6的倍數後，雙方須交換
253,廣東省政府委員會
254,
255,1951
256,拼音
257,1984
258,高架車站
259,下薩克森邦
260,法蘭西第二帝國被推翻，法蘭西第三共和國
261,
262,全勝
263,出敵機的位置。
264,哥白尼日心說
265,濃度低
266,光緒
267,明朝
268,1848
269,1954
270,1997年
271,自由韓國黨
272,南華早報
273,麻痺嗅覺神經。能溶於水，0 °C時1莫耳水能溶解2.6莫耳左右的硫化氫。硫化氫的水溶液叫氫硫酸，是一種弱酸；當受熱時，硫化氫又從水裡逸出。硫化氫是急性劇毒
274,佛像
275,阿聯
276,交通基建
277,
278,平戶島
279,
280,自律心肌細胞
281,
282,
283,離島機場
284,1237
285,東羅馬
286,晉恭帝
287,德國
288,律師協會
289,1654年
290,唐
291,美川王
292,林茲
293,日本
294,1954
295,
296,司馬休之
297,鈣離子
298,383年
299,羅納爾迪尼奧
300,
301,離海平面沒多高、由珊瑚礁構成的低矮環礁，島上植被零星，通常中央會有大型的潟湖。雖然土地面積狹小，但是由庫克群島周圍所構成的經濟海域範圍，卻多達兩百萬平方公里，因此漁業資源對該群島的經濟佔有非常高比例的重要性。庫克群島境內玻里尼西亞鼠泛濫成災，已經對島上鳥類造成嚴重侵害。
302,利奧三世
303,拉丁字母
304,提升飛機的飛行安全
305,丁基羥基甲苯
306,中緬大戰
307,斯德哥爾摩
308,第三紀中新世
309,中華民國
310,高麗時期
311,齋藤季治郎
312,1958
313,馬德里議定書
314,野生稻計446種
315,曹魏故都智慧之旅、宜居花城休閒之旅、神垕古鎮
316,威廉港
317,是一種為了保衛國家、更是保衛與擴張民族的動盪時期。1933年，威瑪共和國開始名存實亡。工人社會黨上台，希特勒透過人民選舉的方式成為德國總理。希特勒以令人讚嘆的演說獲得廣泛人民的支持，同時大大利用了當時的電視與大眾傳媒的方式，無不時刻對德國人民灌輸亞利安人主義與日耳曼優越等思想，藉此達到控制人民與建立起民族
318,金本位制度
319,彌爾
320,紅色
321,1928
322,商品期貨
323,
324,300美元
325,楊宇霆
326,
327,元世祖
328,混合動力自行車
329,數學
330,亞熱帶
331,經濟
332,
333,朱一貴
334,
335,碰到除球網外的任何物體或沒有落在斜對角發球區，就是一次發球失誤
336,銃炮
337,1961
338,1980
339,艾維
340,
341,1980
342,拉丁文
343,
344,2010年
345,武漢
346,1868
347,托土拉島
348,德國
349,倫敦大學
350,一起載到山坡上，再從高處御風下。
351,岡仁波齊峰
352,1973
353,粟特人
354,長崎造船廠
355,南斯拉夫社會主義聯邦共和國
356,
357,硫
358,
359,忽必烈
360,中國
361,2000年
362,蝸管。
363,奧地利
364,1955
365,韓國
366,維京戈達島
367,1956
368,史都華
369,1910年
370,突厥
371,亞新興大國花剌子模在沙阿摩訶末時期崛起，該國訛答剌地方大臣海兒汗亦納勒術前後兩次屠殺蒙古商隊並侮辱蒙古使臣，成吉思汗遂決心發動第一次西征。1218年蒙將哲別殺死占領西遼並稱遼帝的屈出律，攻占塔里木地區，史稱蒙古攻西遼之戰。隔年六月，成吉思汗親率蒙古主力軍十萬西征花剌子模。由於沙阿摩訶末抵擋不了蒙軍攻勢
372,1988
373,1928
374,環境與發展大會。其它支持環境政策發展的國際組織有環境合作委員會、歐洲環境署和政府間氣候變化專門委員會。
375,巴爾的摩
376,中華民國政府
377,社團部
378,16歲的托爾金和弟弟搬進宿舍時，初遇比他年長三歲的伊迪絲·瑪麗·布拉特。伊迪絲和羅納德經常去伯明罕的茶室，特別是有一個能讓人俯瞰人行道的陽台的那家。他們在那裡坐著，向行人的帽子上扔方糖塊，糖碗空了後就移到下一個桌子，對於有他們這樣性格和地位的兩人，愛情註定要開花。兩人都是缺乏愛的孤兒，但卻能給予對方
379,電子郵件
380,孔子
381,楊浦區
382,2005年
383,一般的意見認為，中國的死囚器官捐獻出售是灰色地帶，以隱性狀態非公開方式普遍進行，長期以來，中國對處決犯人一直採取保密的措施，外界很難瞭解其真相。
384,巴貝日尼
385,60
386,雙循環泵
387,1809
388,遭到擠兌，使得美元逐漸取代英鎊的霸權。
389,32年
390,。德軍奪取法國東北部的廣闊領土，卻始終不能包圍法國的戰線。隨後雙方再爆發佛蘭德會戰，但雙方均無重大成果，結果戰事進入膠著對峙狀態。
391,
392,伯克制
393,武裝承襲自二戰，以機槍或者是機炮為主，並且能夠攜帶副油箱、炸彈與火箭彈等武器。在結構和使用的材料上，已經無法在部分地方繼續以非金屬材料構成，而必須以全金屬，尤其是高強度的鋁合金作為主要的機體結構。造成這種改變的趨勢除了飛行速度高以外，高速下的控制面變形導致運動能力遲緩或者是大幅降低是兩個主要因素。
394,國家起源說
395,巴斯德
396,興大
397,辛亥革命
398,1991年
399,三國史記
400,第二次工業革命
401,突厥語
402,拉海納
403,坎貝爾
404,8小時
405,百變天后
406,民國3年6月24日，北京政府發布《劃一令》，在滇水道、蒙自道、普洱道、騰越道各地設置觀察使。民國16年南京國民政府進駐後，道制才正式廢止。民國18年
407,廣東大學
408,亞伯拉罕
409,2014年的研究開支合共六億七千多萬美金。
410,妖怪
411,
412,蘇格蘭語
413,
414,混亂
415,阿爾泰語系
416,皇太極
417,信陽
418,
419,空軍准將
420,
421,科學技術
422,媽祖
423,
424,計劃委員會
425,15米
426,蘇丹
427,雲騎尉
428,八公分
429,
430,太陽
431,那拉氏
432,辛酉政變
433,銅的礦物
434,
435,
436,生物學
437,陳誠
438,孫中山
439,武裝干涉蘇俄革命
440,德國工業的控制權以補償自身損失。克列孟梭總理的觀點也概括了法國民意。戰後法國軍隊迅速控制了魯爾工業區的重要城市如蓋爾森基興等，造成大批居民無家可歸，同時法國將該地出產的煤通過鐵路運至法國。德國鐵路工人組織了罷工
441,九一八事變
442,1978
443,
444,731美元
445,蒙德維爾
446,嘉義市
447,保護農業生產也起了較大作用。
448,肺呼氣機制
449,五角星
450,波斯薩珊王朝
451,航海貿易
452,易北河隧道和位於代德斯多夫的威悉河隧道，與位於歐登堡和威廉港之間的阿29
453,。隨使用情況不同可以省20%至40%的燃料，也降低了紅外線特徵。其為電動機供電的發電機輸出達200kW，有需要時可以為失去電力供應的建築物或設施供電。使用超大容量電容取代電池作儲電裝置，不用更換。現代戰場上的高科技裝備用電量
454,常委會
455,1945
456,直線
457,236路
458,盟旗制
459,臺南州
460,布朗茜
461,大陸內陸區或背風的山區，雨量在300公厘以下，蒸發量大於降水量，日夜溫差大，如撒哈拉沙漠
462,1908
463,
464,中華人民共和國
465,保守派
466,網景通訊公司
467,全唐詩》
468,1912
469,1982
470,七年
471,奧地利
472,貝爾實驗室
473,陳奕迅
474,吳三連
475,
476,馬揚武
477,1月8日
478,掃雷艇
479,
480,多黨制
481,欽廉道
482,
483,中期
484,東晉
485,線傳飛控
486,光明星4號
487,烏孜別克
488,2555公里
489,國共內戰
490,
491,加姆薩胡爾季阿
492,路面電車，簡稱電車，是一種通常由架空高架電纜供電、電動機驅動，依賴固定軌道行駛的公共運輸工具。列車車廂分別有單節和多節編組的設計，但是總長度一般不大於100米，以避免造成路口交通不暢。
493,小口徑速射炮
494,荀子
495,清朝
496,7年
497,微笑單車租借
498,傳飛控對於戰鬥機的重大影響在於將傳統的靜穩定推向靜不穩定設計，提高總體可用升力和飛機的運動能力，此外利用電腦配合對飛行狀態的監視，能夠防止飛機失去控制，或者是讓飛機在接近失去控制的狀態下仍然足以保持能夠穩定飛行。此外，線傳飛控還可以整合不同控制面的使用型態，突破過去鋼纜機械式的瓶頸，作出過去無法想像
499,政法大學
500,瑪黛茶
501,
502,鈉鹽
503,
504,民國4年12月25日，蔡鍔、唐繼堯又在此發動反對袁世凱的護國運動。民國時期，滇軍在雲南形成割據局面，先後有唐繼堯、龍雲等統治雲南，形成「以一隅而為天下先」的聲勢。民國8年「五四運動
505,西格里
506,1992
507,
508,貝爾根
509,太白
510,朱棣
511,十億韓國
512,自由派
513,小選舉區制
514,科索沃
515,反對資產階級自由化
516,自由放任
517,生物技術
518,四年
519,段祺瑞
520,湯瑪斯伊格頓
521,溪南的中永和、新店
522,1925
523,蝸頂
524,
525,3%
526,雷達官
527,1975
528,氫硫酸
529,
530,學習維基媒體的頁面編輯工具被認為有挑戰性。一項關於學生使用基於維基媒體的維基的分配情況的調查發現，當被問及維基的主要問題的開放性問題時，24%提到了技術問題和格式，如「無法弄清楚如何加入圖像。無法弄清楚如何顯示帶連結的文字，就像輸入數字。」為了使編輯長頁面更容易
531,黨費
532,有雄性及雌性的生殖器官，稱為雌雄間性，這在植物中相當常見。
533,經濟建設
534,臨時政府組織大綱
535,港式酒樓
536,武力衝突
537,帕吉勒提河
538,西南美麗的地方
539,天圓地方」的宇宙觀
540,
541,2013年
542,林紹良
543,1955
544,運輸局
545,
546,柵欄
547,1910
548,
549,狄拉克
550,唐太宗
551,健康寫實電影
552,1956
553,
554,中生代
555,伊爾庫茨克國立大學
556,鐵木真
557,23406人
558,1789年
559,兩個
560,松陽縣
561,日朝
562,藝聲
563,馬馼
564,總兵，正式的名稱為總兵官
565,金驢記》
566,哈大客運專線
567,漢風魏韻
568,自然科學
569,反文化運動
570,英國
571,唐文宗
572,轟炸機
573,出敵機的位置。
574,義大利
575,中世紀
576,神經纖維
577,尹
578,18
579,至元二十九年正月開工，至元三十年
580,保守派
581,南海
582,陶瓷
583,1980
584,法國
585,西佛羅里達
586,
587,小道
588,9年
589,
590,中央印製廠
591,101
592,常務會議
593,20倍
594,喬治亞共和國
595,1943
596,全面性
597,橫位
598,
599,韓國
600,氯仿
601,土耳其裔
602,環境與發展大會。其它支持環境政策發展的國際組織有環境合作委員會、歐洲環境署和政府間氣候變化專門委員會。
603,越戰
604,
605,可再生能源發電
606,
607,金華
608,1929年
609,法國電信
610,霍布斯
611,1897
612,
613,華北財經辦事處
614,
615,上海南站
616,2005年，民主黨在參議院挑選了哈利里德作為領導人。里德試圖凝聚民主黨在一些議題上的立場，他也阻止了共和黨對於福利制度的民營化。2005年，民主黨保住了他們在維吉尼亞州和紐澤西州的州長。然而，民主黨卻繼續在一向屬民主黨重鎮的紐約市長選舉中落敗，不少民主黨選民繼續支持自由派共和黨市長米高彭博，米高彭博原長期是民主
617,
618,
619,婦女
620,朱棣稱帝後，六月十八，恢復了周王朱橚、齊王朱榑的爵位。隨後恢復代王朱桂、岷王朱楩的爵位。永樂元年正月，令周、齊、代、岷四王歸藩。六月廿六，朱棣取消朱標的明興宗廟號，重新稱懿文太子，呂太后復稱懿文太子妃；七月十二，將朱允炆的三個弟弟由親王降為郡王；十一月以不能匡正建文帝為由將朱允熥、朱允熞廢為庶人軟禁
621,建築與規劃學院
622,朱熹
623,自由民主黨
624,色情
625,植物
626,
627,五
628,武裝軍事力量
629,1982
630,漢武帝
631,關東地方
632,撤軍
633,巴黎聖母院
634,日語化
635,常璩
636,1936年
637,預言的迷信
638,太空飛行
639,五桂山
640,枇杷
641,嘉義市
642,
643,29
644,31年
645,10月23日
646,馬名人傳
647,固有詞
648,第二次世界大戰
649,5000
650,
651,2015年年底
652,古漢語
653,22年
654,阿列克修斯四世
655,霍諾里烏斯
656,喜馬拉雅山脈
657,1937年
658,1964
659,19世紀
660,油氣
661,定義在100公里的高度為卡門線，為現行大氣層和太空的界線定義。
662,康熙
663,阿圖什
664,八區
665,1925
666,光電效應
667,九一八事變
668,春秋
669,。原始宗教多表現為對大自然的崇拜。特意地埋葬，特別是帶著陪葬品，可能是最早的可檢驗形式
670,
671,1899
672,鎮南縣
673,尼布楚條約
674,中央窩
675,
676,殖民主義
677,奧德
678,30米
679,2000
680,自主性
681,在1860年美國總統選舉中，道格拉斯在民主黨的提名大會上沒能取得三分之二的提名票數，導致黨內分裂。在激烈爭議後，民主黨選出北部的道格拉斯和南部的約翰•布瑞肯里奇搭配競選正副總統。由於民主黨因奴隸制度所造成的分裂，兩個分別代表北方及南方的民主黨總統候選人同時競逐寶座，在內戰中，聯盟國國內不允許政黨政治的出現
682,赤城鎮政府街1號
683,心包是包裹心和出入心大血管根部的圓錐形纖維漿膜囊，分為內層的漿膜心包和外層的纖維心包。
684,羅非魚
685,潘普洛納
686,長白山
687,1848
688,臺灣府志
689,
690,第八位
691,6比6
692,39年
693,中央印製廠
694,傑伊條約
695,超新星
696,全斗煥
697,
698,USC校長
699,民法
700,420年
701,軍隊編制問題
702,丁日昌
703,韓國
704,1980年代
705,何韻詩
706,1925
707,
708,2009年
709,湘西土家族苗族自治州
710,南陽郡、江夏郡局部及南郡局部地區。孫權派周瑜和韓當等將領攻占江陵。
711,少
712,孝文帝
713,李定國
714,22條
715,醫學
716,新基本法令
717,1962年
718,建文四年
719,共產黨
720,奧匈
721,
722,白矮星
723,咖啡因
724,司馬元顯
725,階梯狀
726,漳州人
727,6個小時
728,1651
729,憲法
730,呂驥
731,90年代
732,金日成
733,第5
734,托爾金
735,西班牙
736,1787
737,王保保
738,復仇
739,1898年
740,守舊派
741,古巴
742,端敬王后
743,中生代
744,史達林
745,中華人民共和國
746,沒有地方自治
747,計劃生育
748,蘇聯
749,內閣組成單位
750,福建社團聯會
751,
752,
753,東南亞各國在1960年前人均GDP只是略低於香港，大城市更遠高於香港，但1960年代因為華人富有、加上不少華人傾向中共，各國為推行反共政策而排華，使資金外流到香港，部份後來又轉到獨立後安定發展的新加坡，以及實際上放棄反攻大陸的台灣，自1950年獨立，1960年排華，東南亞各國變成沒有建設的資本，如印尼，菲律賓經濟毫無起色。
754,5～8％
755,
756,分子雲
757,鮮卑部落
758,
759,1918
760,1939
761,東三省巡閱使
762,割讓
763,1970年
764,麥迪遜分校
765,乾燥
766,麻赫穆德·喀什噶里
767,東羅馬珍寶
768,資格賽
769,周貽淦
770,1958
771,13世紀
772,三監之亂
773,周恩來
774,馬略
775,至元十三年
776,人體與動物身體含有磷
777,1970
778,圖西族
779,餐持紀念說
780,空腹死刑
781,三國志》
782,地心說
783,長沙太守
784,液體在凝固時會結晶，形成晶體的固體。結晶的過程是一階的熱力學相變化，在液態固態共存的期間，系統的平衡溫度不變，等於凝固點。結晶主要包括二個現象：成核和晶體生長。成核是指分子開始聚集形成晶核，在奈米尺度以已定義的週期形式排列，其排列方式決定了晶體結構。晶體生長就是晶體持續的變大，最後到達晶核的臨界大小
785,1978年
786,上海
787,比利時
788,硫酸
789,
790,兄弟國的盟約
791,1982
792,二氧化硫
793,1979
794,義大利
795,農業
796,拉恰伊湖
797,宋理宗
798,阿蘭
799,南京
800,共和黨
801,韓國
802,二戰
803,1976
804,上海
805,1949
806,
807,階級社會
808,1920年代
809,
810,1449
811,1986
812,隆武帝
813,第一次世界大戰
814,孫叔敖
815,魔戒
816,雙汗制
817,78歲
818,奴隸制
819,體育協進會
820,恆星自轉
821,
822,1972
823,墮胎法
824,以福建人為號召，而且成功加入立法會，但主要吸取閩南人的票源。
825,放軍
826,韓國
827,當時黃河南北與關中地區是遭受戰禍最劇，經濟破壞最為嚴重。當時人民不是依附塢堡，成為塢主的部曲。就是遷移至各國首都附近，提供生產或兵役用。各國也會互相掠奪人民、財富以充實國力或是補給軍隊。由於人民頻繁的遷移，使得在初期難有經濟發展。有些國家在穩定之後，開始發展經濟。例如後趙石勒在崛起過程中，大廝殺掠。
828,
829,地面頻道
830,國雙首長制實質上成了圍繞總統的權力，因為無論在法律上還是實際上總統都凌駕於政府內閣、國會兩院、翻案法院和國務委員會之上。
831,匈牙利
832,
833,突厥
834,上海
835,
836,曆法
837,
838,妖怪學
839,1987年
840,
841,汾河
842,漢卿
843,湯玉麟
844,陳平順
845,主序帶
846,羅貝爾
847,
848,
849,
850,金石並用時代
851,天皇
852,朝鮮白頭山
853,史達林
854,2013年
855,羅馬帝國
856,
857,外邦人
858,自由淘汰
859,1987
860,
861,王孝通
862,哈比亞利馬納
863,法文老師
864,阿瓦魯阿
865,馬麒
866,基因
867,印地語
868,布魯諾
869,乾隆
870,八公分
871,過渡期
872,民國43年
873,地質類
874,研究員
875,咖啡因
876,狄奧多西
877,2000年6月
878,高速鐵路
879,美西戰爭
880,尊漢
881,蒂羅爾
882,希拉
883,
884,1910年革命
885,
886,通婚，部分也採漢禮。
887,杜慧度
888,憲政改革
889,英國
890,斯塔福德郡
891,九錫
892,劉少奇
893,1922
894,
895,研究這方面的學問，稱之為妖怪學，包含在民俗學、民族學、文化人類學、語言社會學等學科研究裡，雖不屬於獨自發展的學問，亦是一門有系統的學說。有關妖怪的起源，已經無從稽考。被稱為妖怪之列的，大多給人的印象都是鬼異邪祟，傾向做壞事為多的一類；有些則給予人神秘莫測，不知是敵是友的感覺。有些則是被當做神一樣尊敬
896,東德使館
897,冷戰時期
898,1970
899,恆星
900,顯微注射
901,馬可波羅
902,
903,上海鐵路局
904,離岸人民幣
905,《倫敦條約
906,德語聖經
907,生育自主權
908,
909,第三師
910,120天
911,1950
912,文藝復興
913,行為不檢點。
914,復興式
915,楚州
916,1590
917,
918,西部魯爾區
919,柏林國際廣播電台
920,
921,春秋時期
922,水路主要指河運和海運。河運方面元代鑿通了南起鎮江、北達大都的大運河。其中從鎮江至杭州的江南運河段，從淮安經揚州入長江的揚州運河段，大體是隋代運河舊道。元世祖以郭守時擔任都水監，負責修治元大都至通州的運河，再加上修建濟州河、會通河等其它幾項重大工程，這使得連接大都至杭州的京杭大運河全線貫通。海運方面
923,維基百科
924,人文
925,1949
926,67個
927,
928,1884
929,俄國
930,大慶油田
931,
932,
933,
934,李雄
935,許榮茂
936,汪大淵
937,英語
938,秈稻
939,宋真宗
940,120%
941,聯邦調查局
942,
943,喀喇汗國，據大約在1077年成書的麻赫穆德·喀什噶里所撰《突厥語大詞典》提供的片斷材料，該汗朝自稱「可汗朝」或「汗朝」，汗室自認是波斯民間傳說中與伊蘭人世代爭鬥的圖蘭人英雄阿弗剌昔牙卜的後人。
944,剛毅
945,路易十四
946,韓國
947,
948,閩南人
949,28年
950,李煥之
951,鉸接式公共汽車。
952,核質
953,元香港
954,東正教
955,八角鼓
956,迦太基式的和平
957,文化大革命
958,1642年
959,徐載弼
960,
961,匈奴
962,芝加哥大學
963,造船業
964,
965,紐格威森林
966,2012年
967,拿破崙
968,戴克里先
969,166年
970,太極兩儀
971,市場經濟
972,1961
973,亞歷山大六世
974,1919
975,四五運動
976,60年代到70年代
977,1958
978,北方諸國的行政區劃大多繼承西晉，為州、郡、縣三級制。雖然各國佔地不大，但往往分置許多州，以致州境縮小。並且將自己沒有統治的州郡也常常在境內設置，例如前趙將幽州設在北地郡，後秦將冀州設在蒲板，南燕將徐州設在莒縣等。由於一些國家採胡漢分治的制度，所以設置各種族專屬的行政區。例如前趙劉聰置左、右司隸及內史
979,涵元門
980,杜甫
981,漢文
982,12次
983,科學社會學
984,
985,組織法
986,荷蘭
987,聯合國專家
988,從《審死官》開始，周星馳之戲路展現著多元化色彩。
989,南部沿海
990,印度
991,滅絕事件
992,模特
993,異端邪說
994,1258
995,元朝
996,1929
997,1972
998,新式鐵製蒸汽船
999,文森特
1000,環境保護主義
1001,詹姆士·麥迪遜
1002,1946
1003,工農紅軍
1004,
1005,1991
1006,甘迺迪政府學院
1007,
1008,修道主義
1009,1999年
1010,亞歷山大漢密爾頓
1011,中國
1012,
1013,國務委員會
1014,紐約尼克
1015,
1016,東校區
1017,100萬到1兆倍
1018,
1019,匈奴
1020,9月6日
1021,
1022,工程化核酸酶
1023,伊薩克二世
1024,統帥
1025,外部刺激
1026,麥克阿瑟元帥
1027,
1028,武漢行營副主任
1029,持續時間之長可謂史無前例。成漢的益州、前涼的河西走廊、前燕的遼河流域吸引了大量難民，成為立國的基石。河西姑臧還成為絲綢之路上的經貿外來重鎮。至於留在中原地區的人民則庇護在塢堡或是部落貴族。塢堡大多由世族豪強建立，主要作為軍事防衛。世族豪強所擁有蔭戶不承擔國家賦役，僅對塢主負有義務。為了保證國庫收入和
1030,朝鮮半島
1031,9年
1032,
1033,拜占庭外交包含了他們施政的原則以及方法，是拜占庭帝國整個運作體系的環節之一，其要旨在於實踐其國家的目標與落實外交政策
1034,1823
1035,
1036,三人團
1037,舊石器時代
1038,166
1039,荀子
1040,集團軍
1041,半日制學堂
1042,
1043,愷撒
1044,韓語
1045,倫敦
1046,佛教
1047,烏爾蘇拉
1048,1964
1049,
1050,維持現狀
1051,挪威
1052,南北戰爭
1053,軍事介入失敗
1054,南華縣
1055,英國人
1056,李紳
1057,路面電車
1058,四帝共治制
1059,
1060,
1061,唐史學家
1062,劉表
1063,慶元
1064,軍事委員會
1065,馬日爾曼法系
1066,石油危機
1067,唐朝
1068,峽
1069,1920年
1070,硫代硫酸氨
1071,金雲翹傳
1072,89
1073,1912年
1074,1627年，清太宗皇太極派遣努爾哈赤的侄子阿敏帶領3萬後金部隊侵入朝鮮，史稱「丁卯胡亂」。雙方最後議和訂立「兄弟國的盟約」。朝鮮停止使用明朝
1075,區域性
1076,阿內加達島
1077,唐生智
1078,夏季
1079,
1080,奧古斯都
1081,6世紀
1082,24所
