ID,Answer
386,循環泵
387,1809年
388,國內市場狹小
389,民國32年
390,西線德軍不強攻駐有重兵防衛的德法邊境
391,幅員遼闊
392,伯克制
393,受到材料與設計的影響
394,《利維坦》
395,路易·巴斯德
396,台中軟體園區
397,九月十九日
398,1991年
399,三國史記
400,第二次工業革命
401,突厥語
402,美國
403,約翰·坎貝爾
404,8小時
405,百變天后
406,民國16年
407,國立廣東大學
408,亞伯拉罕諸教
409,六億七千多萬
410,妖怪
411,專家
412,低地蘇格蘭語
413,氰化物
414,非常混亂
415,阿爾泰語系
416,皇太極
417,信陽
418,7000名
419,美國空軍准將
420,質量
421,科技
422,媽祖
423,法蘭西人
424,計劃委員會
425,20餘米
426,蘇丹
427,雲騎尉
428,八公分
429,2012年4月17日
430,恆星
431,葉赫那拉氏，但冊封詔書中，慈禧太后以什麼姓氏出現?[SEP]蘭貴人
432,辛酉政變
433,銅的礦物
434,統一企業
435,2456293.520833
436,生物學研究
437,陳誠
438,孫中山
439,與德國單獨媾和
440,德國工業
441,九一八事變
442,1978年
443,日本天皇
444,731美元
445,伊利諾伊州卡霍基亞土墩遺址
446,嘉義市
447,保護農業生產
448,肺呼氣機制
449,五角星
450,波斯薩珊王朝
451,航海貿易中心
452,阿29
453,降低了紅外線特徵
454,中國共產黨中央政治局常務委員會
455,1999年
456,一條簡單的直線
457,236路
458,伯克制
459,臺南州
460,布朗茜
461,南緯30度
462,一次大戰期間
463,溫布頓網球錦標賽
464,中華人民共和國
465,保守派
466,網景通訊公司
467,《全唐詩》
468,1912年
469,2000年
470,七年
471,奧地利
472,貝爾實驗室
473,陳奕迅
474,吳三連
475,1917年
476,米勒
477,金正恩生日1月8日
478,掃雷艇部隊
479,海都聯軍被海山和晉王甘麻剌擊潰
480,多黨制
481,民國15年
482,80年代
483,公元前第一個千年的中期
484,東晉時期
485,動力系統
486,光明星4號
487,烏孜別克人
488,2555公里
489,第一次國共內戰
490,高句麗
491,茲維亞德·加姆薩胡爾季阿
492,避免造成路口交通不暢
493,小口徑速射炮
494,荀子
495,清朝
496,7年
497,全國最多微笑單車
498,將傳統的靜穩定推向靜不穩定設計
499,中國政法大學
500,瑪黛茶
501,二戰時期
502,鈉鹽
503,江戶時代
504,民國4年12月25日
505,西格里
506,1992年
507,軍政
508,貝爾根
509,《靜夜思》
510,朱棣
511,十億韓國
512,低稅賦
513,小選舉區制
514,科索沃
515,反對資產階級自由化
516,自由放任
517,工業生物技術
518,四年
519,段祺瑞
520,湯瑪斯伊格頓
521,溪南
522,1902年
523,蝸頂
524,典禮使用
525,千分之三
526,美國海軍
527,1975年
528,氫硫酸
529,軍事武器
530,使編輯長頁面更容易
531,黨費
532,在同一個生物體中可能同時有雄性及雌性的生殖器官
533,經濟建設
534,《中華民國臨時政府組織大綱》
535,港式酒樓
536,轉變
537,[SEP]勒提河
538,西南美麗的地方
539,中國傳統文化所特有的寓意
540,義大利
541,2013年
542,許榮茂
543,1955年
544,多倫多運輸局
545,公元前一世紀
546,柵欄
547,1910年
548,老虎
549,狄拉克
550,唐太宗
551,健康寫實電影
552,1956年7月
553,老人星
554,中生代
555,伊爾庫茨克國立大學
556,王罕
557,23406人
558,1789年
559,兩個
560,松陽縣
561,朝鮮日治時期
562,藝聲
563,馬[UNK]
564,總兵官
565,《金驢記》
566,哈大客運專線
567,漢風魏韻
568,分子生物學
569,大眾環境運動
570,英國
571,唐文宗
572,戰鬥機
573,都卜勒效應
574,義大利
575,5000噸級
576,內淋巴
577,劉義宣
578,18個
579,至元三十年
580,保守派
581,南海
582,陶瓷
583,1980年代
584,法國
585,西佛羅里達
586,1997年
587,西北軍務
588,三年
589,聖母大學
590,[SEP]華民國初年
591,101公里
592,國務院常務會議
593,20倍
594,喬治亞共和國
595,1943年
596,車臣戰士
597,橫位
598,聯邦權力
599,韓國
600,氯仿
601,希臘族群
602,危物種
603,越戰
604,公民權
605,可再生能源發電
606,極端大陸性氣候
607,金華
608,1929年
609,法國電信
610,笛卡爾
611,1897年
612,中山盛產海鹽
613,華北財經辦事處
614,市場分析
615,上海南站
616,2006年
617,家庭喜劇片
618,[SEP]養子女之自由
619,男子
620,反對建文帝削藩
621,建築學院
622,朱熹
623,自由民主黨
624,反革命罪
625,植物
626,哈齊客運專線
627,第五區
628,梵蒂岡的武裝軍事力量
629,1983年
630,漢武帝
631,關東地方
632,諾門罕
633,巴黎聖母院
634,衝擊朝鮮半島
635,武德二
636,1936年
637,預言
638,非商用
639,五桂山
640,馬鈴薯
641,嘉義市
642,領先製造業
643,31個
644,民國31年
645,10月23日
646,《希臘、羅馬名人傳》
647,固有詞
648,第二次世界大戰
649,5000噸級
650,薩羅尼加
651,2015年年底
652,漢文
653,22年
654,阿列克修斯·杜卡斯
655,亞拉里克一世
656,喜馬拉雅山脈
657,1937年
658,1964年
659,19世紀
660,油氣開發
661,100公里的高度
662,明孝宗
663,阿圖什地方，經常有來自周邊地區
664,第八區
665,1925年
666,照射紫外線
667,九一八事變
668,北宋熙寧六年
669,對大自然的崇拜
670,馬祖
671,1899年
672,牟定縣
673,尼布楚條約
674,中央窩
675,利奧三世
676,殖民主義
677,奧德
678,30米
679,2000公厘
680,自主性
681,戰爭
682,赤城鎮政府街1號
683,纖維心包
684,羅非魚
685,潘普洛納
686,法國阿爾卑斯山礦泉
687,1851年
688,《臺灣府志》
689,義大利
690,首位
691,一盤中戰至6比6
692,民國39年
693,遼寧省瀋陽郵電印刷廠
694,傑伊條約
695,超新星
696,全斗煥
697,2007年
698,紛爭
699,索馬利亞政府司法系統
700,420年
701,軍隊編制問題
702,丁日昌
703,韓國
704,1980年代
705,何韻詩
706,1925年
707,印度河流域文明
708,2009年
709,湘西土家族苗族自治州
710,許貢
711,少
712,孝文帝
713,李定國
714,22條
715,公共健康與醫學領域
716,《新基本法令》
717,1962年
718,第二次王子之亂
719,共產黨
720,奧匈帝國
721,突厥汗國
722,白矮星
723,咖啡因
724,司馬元顯
725,階梯狀
726,漳州人
727,6個小時
728,1651年
729,憲法
730,呂驥
731,90年代
732,金日成
733,第5
734,愛德華·懷克-史密斯
735,西班牙瓦倫西亞
736,1787年
737,朱元璋
738,復仇
739,1898年
740,守舊派
741,新加坡
742,端敬王后
743,中生代
744,約瑟夫史達林
745,中華人民共和國
746,維持議會的高度集權
747,抑制人口增加
748,蘇聯遠東軍
749,全國人民代表大會
750,福建社團聯會
751,年輕恆星
752,製造空氣污染
753,沒有建設的資本
754,5～8％
755,日本
756,分子雲
757,一國之主
758,法蘭西人
759,1918年
760,1939年
761,東三省巡閱使衛隊旅旅長
762,巴黎條約
763,1970年
764,麥迪遜分校
765,乾燥的時候
766,麻赫穆德·喀什噶里
767,帕拉多霍祭壇組雕
768,資格賽賽制
769,周貽淦
770,民國16年
771,9世紀
772,三監之亂
773,周恩來
774,馬略
775,1281年
776,磷化氫
777,1970年代
778,圖西族
779,聖餐紀念說
780,非暴力實踐空腹死刑
781,三國志
782,地心說
783,討逆將軍
784,熱遲滯現象
785,1978年
786,上海
787,德國
788,濃硫酸
789,畢達哥拉斯主義
790,兄弟國的盟約
791,2011年
792,二氧化硫
793,1726年
794,義大利
795,農業
796,卡拉恰伊湖
797,宋理宗
798,西班牙
799,臺北
800,共和黨
801,百濟
802,二戰的爆發
803,1976年
804,上海
805,1949年
806,麻省理工學院
807,階級社會
808,1920年代
809,部隊局
810,1449年
811,1986年
812,隆武帝
813,[SEP]一次世界大戰
814,孫叔敖
815,《斯納格的奇妙大陸》
816,雙汗制
817,78歲
818,半軍事管制
819,中華全國體育總會
820,恆星自轉導
821,人文關懷
822,1942年
823,墮胎法
824,軍閥混戰
825,中國共產黨解放軍
826,東漢
827,人民頻繁的遷移
828,公元7世紀
829,對境外落地的信號實施地面頻道干擾
830,削弱
831,英國
832,1979年
833,高句麗
834,蘇區
835,臺北縣改制新北市
836,曆法
837,1940年
838,文化人類學
839,1987年
840,社福機構
841,汾河
842,漢卿
843,湯玉麟
844,陳平順
845,主序帶
846,羅貝爾
847,整個站體都位於天橋上
848,1955年
849,阻止蒙古入聯合國
850,金石並用時代
851,天皇
852,1942年
853,[SEP]德國人
854,2013年
855,羅馬帝國
856,分子雲
857,外邦人
858,生存競爭中自由淘汰的結果
859,1987年
860,大韓民國
861,王孝通
862,哈比亞利馬納
863,法文老師
864,阿瓦魯阿
865,馬麒
866,基因特質
867,印地語
868,焦爾達諾·布魯諾
869,乾隆
870,長高約八公分
871,過渡期
872,民國43年
873,地質類學科
874,北京天文臺任研究員
875,瓜拿納因子
876,狄奧多西一世
877,2000年6月
878,半日生活圈
879,美西戰爭
880,尊漢思想
881,蒂羅爾
882,希拉的女祭司
883,供應服務過多
884,1910年革命
885,洛邑
886,遊牧民族
887,杜慧度
888,憲政改革
889,英國
890,斯塔福德郡
891,義熙十四年
892,謝富治
893,1922年
894,大學
895,一切非理性力量的總合
896,東德使館
897,冷戰時期
898,1961年
899,黑洞
900,顯微注射
901,馬可波羅
902,新羅馬
903,[SEP]寧鐵路
904,離岸人民幣
905,《倫敦條約》
906,路德的德語聖經
907,自主選擇權
908,[SEP]質量
909,加拿大第三師
910,120天
911,1950年代
912,為中世紀歐洲突破天主教神權束縛
913,行為不檢點
914,文藝復興式
915,楚州
916,1590年
917,1961年
918,魯爾區
919,柏林國際廣播電台
920,十億光年
921,春秋時期
922,使郵驛通信十分有效地發揮效能
923,媒體維基
924,歷史
925,2000年
926,67個
927,10月1日
928,1884年
929,奧地利
930,大慶油田有限責任公司
931,私立大學
932,萊布尼茨邦立圖書館
933,為早期韓國華僑的聚集所在
934,李雄
935,許榮茂
936,汪大淵
937,英語
938,[UNK]稻
939,元仁宗
940,120%
941,約翰·胡佛局
942,9月
943,在伊斯蘭文獻中，由於其副汗或小汗多帶有伊利的的稱號
944,剛毅
945,[SEP]易十四
946,韓國
947,0.07個
948,閩南人
949,1949年
950,李煥之
951,[UNK]接式公共汽車
952,核質
953,鴨巴甸
954,東正教
955,滿族曲藝八角鼓
956,迦太基式的和平
957,文化大革命
958,1642年
959,徐載弼
960,貴由
961,匈奴人
962,芝加哥大學
963,造船業
964,射擊斷續器
965,紐格威森林
966,2013年
967,斐迪南·德·雷賽布
968,戴克里
969,166年
970,太極兩儀
971,市場經濟
972,1961年
973,亞歷山大六世
974,1871年
975,四五運動
976,2001年8月15日
977,1958年底
978,胡漢分治的制度
979,涵元門
980,杜甫
981,漢文
982,10次
983,科學社會學
984,[SEP]組
985,《中華人民共和國村民委員會組織法》
986,荷蘭
987,聯合國
988,成功奪得影帝最佳男主角寶座
989,內陸山區
990,國大黨
991,白[UNK]紀滅絕事件
992,權色交易
993,異端邪說
994,1258年
995,元朝
996,1929年
997,1972年
998,新式鐵製蒸汽船
999,文森特
1000,環保主義
1001,詹姆士·麥迪遜
1002,1961年
1003,蘇聯紅軍
1004,東德物品
1005,1991年
1006,摩利爾法學院
1007,太陽
1008,[SEP]道主義
1009,1999年
1010,亞歷山大漢密爾頓
1011,中國
1012,1960年
1013,國務委員會委員長
1014,紐約尼克
1015,實際寄過信
1016,東校區
1017,100萬
1018,第二代
1019,匈奴
1020,9月6日
1021,中國
1022,工程化核酸酶
1023,伊薩克二世
1024,統帥
1025,使用病毒載體
1026,蔣中正
1027,臺灣本身財政負擔
1028,武漢行營副主任
1029,躲避戰亂
1030,朝鮮半島
1031,6000萬美元
1032,狄拉克
1033,落實外交政策
1034,1823年
1035,輔音
1036,三人團
1037,舊石器時代
1038,166年
1039,荀子
1040,集團軍
1041,半日制學堂
1042,遇到尷尬事件，通常會採用將畫面轉回直播間，以主持人自問自答的形式來等待尷尬事件
1043,愷撒
1044,韓語
1045,倫敦霍洛威
1046,佛教
1047,烏爾蘇拉
1048,1964年
1049,岡瓦那大陸
1050,維持現狀
1051,挪威
1052,南北戰爭
1053,蒙羞
1054,南華縣
1055,英國
1056,李紳
1057,道路無需軌道行駛上的電車
1058,帝位世襲
1059,1060公釐
1060,1941年
1061,唐史學家
1062,劉表
1063,慶元
1064,軍事委員會北平分會副委員長
1065,英美法系
1066,石油危機
1067,唐朝
1068,奧斯陸峽灣
1069,1922年
1070,硫酸氨
1071,《金雲翹傳》
1072,89萬
1073,1912年
1074,1627年
1075,區域性污染
1076,阿內加達島
1077,唐生智
1078,夏季
1079,臺北縣
1080,次級領導人
1081,6世紀
1082,24所
1083,甘肅省
1084,領先盤
1085,1所
1086,義大利耶穌會
1087,一個
1088,破四舊
1089,三次
1090,獲得大寧地區的駐牧權
1091,俗語
1092,郭松齡
1093,爆炸性
1094,雲南省第二殖邊督辦公署
1095,明朝時期
1096,1968年
1097,艦載火炮
1098,1939年
1099,吉田定房
1100,世稱恭順
1101,化合物
1102,武裝鬥爭
1103,財產資格限制
1104,吳國
1105,汗位取得不合法
1106,奧東·德拉羅什
1107,海旁東
1108,帕塔普斯科河
1109,1895年
1110,義熙十一年
1111,戰時研發商
1112,赫爾辛基
1113,《男人四十》
1114,羅馬帝國
1115,1846年
1116,辛亥革命
1117,史夔
1118,合會朱陸
1119,阿希佩戈拉公國
1120,阿拉伯半島
1121,亞歷山大一世
1122,加州尤巴城
1123,君主
1124,天下人
1125,日本
1126,尼古拉斯·尼葛洛龐帝
1127,朱序
1128,石油危機
1129,教育產業化
1130,1992年
1131,康拉德·阿登納
1132,山東半島
1133,聖奧古斯丁
1134,大約公元185年
1135,中國自治組織
1136,大正天皇
1137,西區圖書館
1138,北齊
1139,足利義輝
1140,內戰
1141,中華人民共和國衛生部
1142,強調人人平等
1143,斯拉夫人
1144,第4
1145,聯邦成員國
1146,1867年
1147,波多黎各
1148,瑞士蘇黎世州
1149,七月初四
1150,德國
1151,76間
1152,民國34年
1153,50元
1154,新臺灣人服務團隊」分散了泛國民黨支持者的票源
1155,熱身結束
1156,免耕拋秧法
1157,南卡羅來納州
1158,周恩來
1159,卡加梅
1160,93位
1161,悉曇體
1162,5月17日
1163,財務分析工具
1164,希臘色彩
1165,海軍少尉
1166,德川家康
1167,空射火箭
1168,1836年
1169,敘利亞
1170,[SEP]人
1171,德里克·羅勃茲
1172,伊斯蘭教
1173,以和平方式抱住大樹來阻止森林砍伐
1174,哥廷根亨德爾國際音樂節
1175,滬昆高速公路
1176,夜裡10點至翌日凌晨6點間
1177,法國
1178,歐德謨
1179,本頓
1180,天津
1181,青春勵志片
1182,《血盟救國軍軍歌》
1183,廣州
1184,聽診器
1185,維護了法國在華利益
1186,唯泰主義
1187,1993年
1188,《海峽兩岸服務貿易協議》
1189,攻擊明朝的軍事重鎮大同
1190,新政使自由主義
1191,1874年
1192,每一聲波周期因而都可以有一定數量的纖維同步發放
1193,卡斯特拉
1194,李克強
1195,河東道
1196,麻煩
1197,希波丹姆
1198,熱帶稀樹草原
1199,日本
1200,成為抗日民族統一戰線的具體組織形式
1201,63個
1202,46公里
1203,十六世紀
1204,帕多瓦大學
1205,八千多年
1206,漳州
1207,1891年
1208,承擔國家賦役
1209,發展局
1210,該處是最溫暖的
1211,北京電視台
1212,[UNK]州縣
1213,十月革命
1214,英國
1215,美國大學協會
1216,公共教育經費
1217,日本關東軍
1218,昌德宮
1219,美國大蕭條時期
1220,解決元成宗時期的財政危機
1221,拉丁人僑民
1222,明文
1223,蔣介石
1224,全印穆斯林聯盟
1225,受通古斯人壓力
1226,喇嘛教
1227,鎌倉時代
1228,氣泡狀範
1229,建設中國特色社會主義
1230,劉裕
1231,東正教
1232,法蘭西王國教會
1233,佛教
1234,中世紀
1235,東正教
1236,臺北市
1237,鄧小平
1238,南斯拉夫
1239,江夏
1240,殺蟲
1241,法國大革命
1242,自由韓國黨
1243,否決權
1244,二十世紀
1245,奪取抗金戰爭的勝利
1246,加拿大
1247,1926年
1248,義大利汽車之都
1249,火箭發動機
1250,機械門控通道
1251,在軌道上驅動列車
1252,聖喬治拉丁文學校
1253,23年
1254,1948年12月1日
1255,武宗系
1256,私兵制度
1257,魏博拉盧比民達行業工會
1258,文章奧府
1259,繁衍後代所需基因物質產生的方式
1260,非洲
1261,瓊州海峽
1262,安德魯約翰遜
1263,普林斯頓大學
1264,83年
1265,釣魚台國賓館
1266,伊達政宗
1267,量子物理學的進展
1268,民國5年
1269,日本金融廳
1270,潘章
1271,班傑明·富蘭克林
1272,高雄
1273,第二代
1274,日美神奈川條約
1275,北京
1276,晶體狀態
1277,哈利里德
1278,翼身融合
1279,柏拉圖
1280,匈牙利
1281,六四事件
1282,英祖四年
1283,改良式腳踏車
1284,《千禧夜，我們說相聲》
1285,二人
1286,1830年
1287,全球資訊網
1288,八月
1289,內隱記憶
1290,廣州話
1291,[SEP]傑瑞·威斯特
1292,粳稻
1293,挪威
1294,1800個
1295,中國郵政集團公司
1296,清朝沒有誠意
1297,我們是一個民族
1298,亞裔安納托利亞人
1299,福島縣會津地區
1300,1913年
1301,土地銷售
1302,阿拉曼人
1303,史蒂夫·鮑爾默
1304,天花病
1305,牡丹峰樂團
1306,印度
1307,3座
1308,周敦頤
1309,下薩克森邦
1310,朱利烏斯·凱撒
1311,黃泛區
1312,1919年4月13日
1313,1133515人
1314,喃字
1315,排灣族
1316,牛津大學
1317,漢狄法
1318,高宗
1319,2015年
1320,1969年
1321,自由民主黨
1322,三合院的前院
1323,九年一貫之綱要文句太含糊，內容乃分階段而非分學年或學期
1324,488年
1325,擁有多種醫療狀況
1326,全國人民代表大會
1327,太空探索
1328,黃中理
1329,扶助弱小民族使之自治自決
1330,英國
1331,1905年
1332,美國
1333,鎳黃鐵礦
1334,拿破崙
1335,廣東省
1336,聖母大學
1337,羅馬法
1338,應用心理學家
1339,英格蘭
1340,拉丁字母
1341,《中俄密約》
1342,吉米·史都華
1343,雙重國籍
1344,24英吋克拉克望遠鏡
1345,生物質
1346,秘書處
1347,製造空氣汙染
1348,66種
1349,類比訊號
1350,回族
1351,雙極細胞
1352,人口眾多
1353,威廉二世
1354,遵義會議
1355,《我於青春無悔》
1356,君士坦丁大帝
1357,美國國家草地網球聯盟
1358,8月26日
1359,阿爾法
1360,鐵鉉
1361,設置正式外交機構
1362,1887年
1363,2009年
1364,阿基米德
1365,2010年
1366,1918年
1367,對刺激
1368,魯宗之
1369,荷蘭東印度公司對日本幕府散播西班牙企圖顛覆德川幕府陰謀
1370,朝鮮王朝
1371,2012年
1372,生物動力學
1373,印度洋暖濕氣流
1374,濟州島
1375,中國在外蒙主權
1376,接近音速
1377,民國二十六年7月
1378,濟州島
1379,一萬兌一
1380,25個
1381,東北停戰協定
1382,1996年
1383,1985年
1384,從4世紀
1385,顯示自己的獨立自主
1386,13世紀
1387,港鐵九龍灣站
1388,1980年代
1389,1997年
1390,牛津大學
1391,折下吉延
1392,泰國
1393,1914年
1394,為會議提供傳譯服務
1395,66種
1396,水漲船高
1397,女性
1398,40倍
1399,1959年
1400,白色
1401,1856年
1402,忽必烈
1403,反革命事件
1404,王光美
1405,理察·科伯恩·麥克勞林
1406,西德
1407,1624年
1408,15%
1409,蔣中正
1410,奈及利亞
1411,東南亞
1412,2000年
1413,重力作用
1414,桑
1415,從東歐和波羅的海沿岸的前德國疆土被驅逐的難民在下薩克森邦落腳定居
1416,2013年2月11日
1417,1973年
1418,爭取民族權利
1419,南開中學
1420,哲學家
1421,10萬人
1422,惠宗
1423,抗佝[UNK]病
1424,馬來-玻里尼西亞語族
1425,45%
1426,預算限制
1427,意識型態
1428,蘇美爾人
1429,元代
1430,15566人
1431,質體
1432,劉氏
1433,超級模特兒
1434,兩層
1435,麻赫穆德·喀什噶里
1436,[SEP]國共產黨
1437,《鋼鐵是怎樣煉成的》
1438,1994年12月1日
1439,最高榮譽大獎
1440,錫克教
1441,乾隆三十五年
1442,《安邦定國誌》
1443,遠古百越族
1444,省級公園
1445,米高彭博原
1446,伊斯蘭教
1447,高在田
1448,明太祖
1449,歷史博物館
1450,阿內加達島
1451,電腦運算
1452,外國不可能介入內戰
1453,北韓
1454,菲律賓
1455,公共救濟
1456,德日印巴
1457,大學
1458,九龍灣
1459,廣州
1460,阿拉伯宗教
1461,陳朝
1462,大約11000間
1463,邁阿密
1464,南斯拉夫共產黨
1465,漢諾威
1466,中央電視台高清綜合頻道
1467,夷陵之戰
1468,《蘇蒙修好條約》
1469,主體史學
1470,球皺褶
1471,1662年
1472,1884年
1473,第二產業
1474,俄羅斯
1475,伍斯特
1476,平均值
1477,喪失了政權
1478,張議潮
1479,新幾內亞
1480,正德十一年
1481,瘟疫四竄
1482,法國
1483,喜馬拉雅山
1484,求英國廢止劃分孟加拉
1485,沙俄軍隊
1486,200萬立方公尺
1487,黑龍江
1488,1992年
1489,北角
1490,新界原居民
1491,蔣中正
1492,大和國
1493,佛教
1494,[UNK]以下的聲音對基底膜的影響
1495,無性生殖
1496,外星人入侵地球
1497,母親病危
1498,巴塞隆納奧運
1499,鬍鬚狀
