ID,Answer
359,忽必烈
360,中國
361,2004年
362,拉直
363,俄國
364,1970年
365,韓國
366,維京戈達島
367,1956年
368,史都華中校
369,1910年
370,突厥
371,當金朝遷都並將要滅亡之際，中亞新興大國花剌子模在沙阿摩訶末時期崛起，該國訛答剌地方大臣海兒汗亦納勒術前後兩次屠殺蒙古商隊並侮辱蒙古使臣
372,1988年
373,2011年
374,地球優先
375,巴爾的摩市
376,中華民國政府
377,社團部
378,認為伊迪絲分散了托爾金對學業的注意力
379,電子郵件
380,孔子
381,楊浦區
382,2005年
383,中國對處決犯人一直採取保密的措施
384,貝拉明
385,60年代
386,雙循環泵功能
387,1836年
388,國內市場狹小
389,32年
390,為迅速取得西線勝利
391,下薩克森邦幅員遼闊
392,縣體制
393,速度上的優勢
394,國家起源說
395,路易·巴斯德
396,中部科學園區
397,宣統三年
398,1991年
399,三國史記》
400,第二次工業革命
401,突厥語
402,哈雷阿卡拉國家公園
403,約翰·坎貝爾
404,8小時
405,樂壇女王
406,民國16年
407,國立廣東大學
408,亞伯拉罕諸教
409,六億七千多萬美金
410,妖怪
411,專家
412,佛蘭芒語
413,空氣
414,非常混亂
415,阿爾泰語系
416,皇太極
417,信陽
418,000名
419,美國空軍
420,質量
421,科學
422,媽祖
423,鮑德溫伯爵
424,計劃委員會
425,15米
426,蘇丹
427,雲騎尉
428,八公分
429,2005年
430,恆星
431,那拉氏
432,辛酉政變
433,礦物
434,統一企業
435,2456293.520833
436,生物學研究
437,陳誠
438,孫中山
439,與德國單獨媾和
440,德國工業
441,九一八事變
442,1978年
443,天皇
444,731美元
445,伊利諾伊州卡霍基亞土墩遺址
446,嘉義市
447,對保護農業生產
448,肺呼氣機制
449,五角星
450,君士坦提烏斯
451,航海貿易中心
452,威悉河隧道
453,禁止通行
454,中國共產黨中央政治局常務委員會
455,1945年
456,一條簡單的直線
457,236路
458,盟旗制
459,臺南州
460,布朗茜
461,南緯30度
462,1867年
463,雙打比賽
464,中華人民共和國
465,保守派
466,網景公司
467,《全唐詩》
468,1912年
469,1982年
470,七年
471,奧地利
472,貝爾實驗室
473,陳奕迅
474,吳三連
475,1917年
476,米勒
477,金正恩生日1月8日
478,掃雷艇部隊
479,海都之亂
480,多黨制
481,民國9年
482,80年代
483,古典時期
484,東晉時期
485,線傳飛控
486,光明星4號
487,烏孜別克人
488,2555公里
489,第一次國共內戰
490,華麗城
491,茲維亞德·加姆薩胡爾季阿
492,列車車廂分別有單節和多節編組的設計，但是總長度一般不大於100米，以避免造成路口交通不暢
493,小口徑速射炮
494,荀子
495,清朝
496,7年
497,302站
498,可以有多部電腦介入飛控系統操作
499,中國政法大學
500,瑪黛茶
501,二戰時期
502,鈉鹽
503,江戶時代
504,民國4年
505,西格里
506,1992年
507,軍政
508,貝爾根
509,太白
510,朱棣
511,十億韓國」戰略
512,低稅賦
513,小選舉區制
514,科索沃
515,反對資產階級自由化
516,自由放任
517,工業發酵
518,四年
519,段祺瑞
520,湯瑪斯伊格頓
521,新店
522,1925年
523,蝸頂
524,1950年代
525,千分之三
526,操作人員
527,1975年
528,氫硫酸
529,國家經濟
530,為了使編輯長頁面更容易
531,黨費
532,配子就是生物體用來進行有性生殖的細胞。配子
533,經濟建設
534,《中華民國臨時政府組織大綱》
535,港式酒樓
536,社會政治運動
537,帕吉勒提河
538,西南美麗的地方
539,天」的至高無上
540,開羅
541,2013年
542,林紹良
543,1955年
544,運輸局
545,前一世紀
546,柵欄
547,1910年
548,老虎
549,狄拉克
550,唐玄宗
551,健康寫實電影
552,1956年7月
553,天狼星
554,中生代
555,伊爾庫茨克國立大學
556,鐵木真
557,23406人
558,1789年
559,兩個
560,臺灣省臺北市
561,日治時期
562,藝聲
563,馬[UNK]
564,總兵官
565,《金驢記》
566,世界首條
567,漢風魏韻
568,自然科學研究
569,環境問題
570,英國
571,唐文宗
572,轟炸機
573,都卜勒效應
574,中國大陸
575,中世紀
576,耳蝸核
577,劉義宣
578,18個
579,至元三十年
580,保守派
581,南海，東南到達東海中的澎湖列島
582,陶瓷
583,1980年
584,俄國宣戰；並向法國
585,西佛羅里達
586,1997年
587,西北軍務
588,9年的免費教育，其中6年小學，其後是為前3年
589,聖母大學
590,1941年
591,101公里
592,國務院常務會議
593,20倍
594,喬治亞共和國
595,1943年
596,全面性
597,橫位
598,未指明屬聯邦政府之權力
599,韓國
600,氯仿
601,希臘裔族群
602,瀕危物種
603,越戰
604,公民權
605,可再生能源發電
606,極端大陸性氣候
607,金華
608,1928年
609,法國電信
610,霍布斯
611,1897年
612,中山盛產海鹽
613,華北財經辦事處
614,市場分析
615,上海南站
616,2001年
617,家庭喜劇片
618,反對同性婚姻者
619,男子
620,反對建文帝削藩
621,建築學院
622,朱熹
623,6
624,傳播色情
625,植物
626,大連
627,第五區
628,最古老的活躍軍事單位
629,1983年
630,漢武帝
631,關東地方是韓國東部大關嶺以東地區
632,周恩來
633,巴黎聖母院
634,西方文明開始衝擊朝鮮半島
635,常[UNK]
636,1936年
637,預言
638,非商用
639,五桂山
640,枇杷
641,嘉義市
642,一級產業
643,29個
644,31年
645,10月23日
646,《希臘、羅馬名人傳》
647,固有詞
648,第二次世界大戰
649,5000噸級
650,君士坦丁堡城
651,2015年年底
652,古漢語
653,22年
654,阿列克修斯·杜卡斯
655,亞拉里克一世
656,喜馬拉雅山脈
657,1937年
658,1964年
659,16世紀
660,油氣開發
661,高度
662,明孝宗
663,喀喇汗國
664,第一區
665,1925年
666,照射紫外線
667,九一八事變
668,春秋
669,對大自然的崇拜
670,馬祖
671,1990年
672,牟定縣
673,尼布楚條約
674,中央窩
675,利奧三世
676,殖民主義
677,奧德
678,30米
679,2000公厘
680,自主性
681,喬治麥克萊倫
682,赤城鎮政府街
683,纖維心包
684,羅非魚
685,潘普洛納
686,法國阿爾卑斯山礦泉
687,1851年
688,《臺灣府志》
689,埃及
690,第八位
691,雙方在一盤中戰至6比6
692,39年
693,河南省郵電印刷廠
694,傑伊條約
695,超新星
696,全斗煥
697,2007年
698,小熊
699,索馬利亞政府司法系統
700,420年
701,軍隊編制問題
702,丁日昌
703,韓國
704,1980年代
705,何韻詩
706,1927年
707,畢達哥拉斯
708,2009年
709,湘西土家族苗族自治州
710,許貢
711,少
712,孝文帝
713,西寧王李定國
714,22條
715,公共健康與醫學領域
716,《新基本法令
717,1962年
718,洪武三十一年
719,共產黨
720,奧匈帝國
721,稱汗
722,白矮星
723,咖啡因
724,司馬元顯
725,階梯狀
726,泉漳
727,6個小時
728,1651年
729,憲法
730,呂驥
731,90年代
732,金日成
733,第5
734,莫里斯
735,西班牙瓦倫西亞
736,1787年
737,朱元璋
738,復仇
739,1898年
740,守舊派
741,古巴國
742,端敬王
743,中生代
744,約瑟夫史達林
745,共產黨
746,從未修改國會選區
747,抑制人口增加而實行的計劃生育
748,蘇聯遠東軍
749,內閣
750,福建社團聯會
751,水委一
752,用處急遽減少
753,華人富有
754,5～8％
755,日本
756,分子雲內部
757,鮮卑部落
758,法蘭西人
759,1918年
760,1939年
761,旅長
762,巴黎條約
763,1970年
764,威斯康辛大學麥迪遜分校
765,乾燥
766,麻赫穆德·喀什噶里
767,奢侈品
768,資格賽賽制
769,周貽庚
770,民國16年
771,15世紀
772,三監之亂
773,周恩來
774,馬略
775,至元十三年
776,不祥之兆
777,1970年代
778,圖西族
779,聖餐持紀念說
780,非暴力實踐空腹死刑
781,《三國志》
782,席澤宗
783,長沙太守
784,熱遲滯
785,1978年
786,上海
787,比利時
788,濃硫酸
789,亞里士多德提出的經驗主義
790,兄弟國的盟約
791,2011年
792,硫礦
793,1979年
794,義大利
795,農業
796,卡拉恰伊湖
797,宋理宗趙昀
798,汪達爾人
799,臺北
800,共和黨
801,日本
802,二戰的爆發
803,1976年
804,上海
805,1949年
806,麻省理工學院
807,階級社會
808,1920年代
809,部隊局
810,1449年
811,1970年
812,隆武帝
813,第一次世界大戰
814,孫叔敖
815,托爾金
816,雙汗制
817,78歲
818,半軍事
819,中華全國體育總會
820,恆星自轉導
821,人文關懷
822,1956年
823,《產假和保護婦女兒童權利法
824,軍閥混戰
825,中國共產黨解放軍
826,夫餘國
827,人民頻繁的遷移
828,四世紀
829,對境外落地的信號實施地面頻道干擾
830,削弱
831,俄國
832,1979年
833,[PAD]
834,蘇區
835,西區門戶計畫
836,曆法
837,1940年
838,妖怪學
839,1987年
840,待在社福機構
841,汾河
842,漢卿
843,湯玉麟
844,陳平順
845,主序帶
846,羅貝爾
847,只有整個站體都位於天橋上的車站
848,1955年
849,使用否決權
850,金石並用時代
851,天皇
852,1942年
853,德國人
854,2013年
855,羅馬帝國
856,分子雲
857,外邦人
858,生物演化發生
859,1987年
860,韓國
861,王孝通
862,哈比亞利馬納
863,法文老師
864,阿瓦魯阿
865,馬麒
866,基因特質
867,印地語
868,貝拉明
869,乾隆
870,八公分
871,過渡期
872,民國43年
873,地質類學科專業
874,研究員
875,鹼
876,君士坦提烏斯
877,2016年2月10日
878,半日生活圈
879,美西戰爭
880,尊漢思想
881,蒂羅爾
882,[PAD]
883,供應服務過多
884,1910年革命
885,洛邑
886,孔齊言
887,杜慧度
888,憲政改革
889,英國
890,斯塔福德郡
891,元熙元年
892,劉少奇
893,1922年
894,3年
895,人類想像與傳說之中
896,東德使館
897,冷戰時期
898,1990年10月3日
899,恆星
900,顯微注射
901,歐洲人馬可波羅
902,新羅馬
903,上海鐵路局
904,離岸人民幣
905,為了確保比利時的中立和維護1839年簽署的《倫敦條約》
906,德語聖經
907,使用精子庫
908,太陽
909,作戰單位
910,120天
911,1950年代
912,文藝復興運動
913,性犯罪
914,文藝復興式
915,淮安
916,1590年
917,1990年
918,埃姆斯蘭
919,柏林國際廣播電台
920,[PAD]
921,春秋時期
922,忽必烈統一中原
923,媒體維基
924,作家
925,2000年
926,67個郡
927,1月1日
928,1884年
929,俄國
930,大慶油田
931,私立大學
932,三座
933,為早期韓國華僑的聚集所在
934,李雄
935,許榮茂
936,汪大淵
937,英語
938,[UNK]稻
939,宋真宗
940,120%
941,[PAD]
942,9月
943,其副汗或小汗多帶有伊利的的稱號
944,唐德剛
945,路易十四
946,韓國
947,0.07個
948,閩南人
949,28年
950,李煥之
951,公共汽車
952,核質
953,鴨巴甸
954,東正教
955,八角鼓
956,並未成真
957,文化大革命
958,1642年
959,徐載弼
960,貴由
961,匈奴人
962,芝加哥大學
963,造船業
964,射擊斷續器
965,紐格威森林
966,2013年
967,拿破崙
968,戴克里先
969,166年
970,太極兩儀
971,市場經濟
972,1961年
973,亞歷山大六世
974,1871年
975,悼念周恩來
976,20世紀60年代到70年代初
977,1958年
978,一些國家採胡漢分治的制度
979,涵元門
980,趙翼
981,漢文
982,12次
983,科學社會學
984,1138公頃
985,憲法
986,荷蘭
987,聯合國
988,少林足球》
989,內陸山區
990,國大黨
991,白[UNK]紀滅絕事件
992,模特
993,異端邪說
994,1252年
995,元朝
996,1929年
997,1972年
998,鐵製蒸汽船
999,文森特
1000,環保主義
1001,詹姆士·麥迪遜
1002,1946年
1003,蘇聯紅軍
1004,進口
1005,1991年
1006,甘迺迪政府學院
1007,太陽
1008,修道主義
1009,1999年
1010,亞歷山大漢密爾頓
1011,中國
1012,1960年
1013,國務委員會委員長
1014,紐約尼克
1015,蓋戳形式
1016,東校區
1017,100萬
1018,第二代
1019,匈奴
1020,9月6日
1021,中國
1022,工程化核酸酶
1023,伊薩克二世
1024,統帥
1025,外部刺激
1026,蔣中正
1027,臺灣本身財政負擔
1028,武漢行營副主任
1029,為了躲避戰亂
1030,朝鮮半島
1031,2.2億
1032,狄拉克
1033,[UNK][UNK]
1034,1823年
1035,40個
1036,三人團
1037,舊石器時代中期
1038,166年
1039,荀子
1040,集團軍
1041,半日制學堂
1042,尷尬事件
1043,愷撒
1044,韓語
1045,冠
1046,佛教
1047,烏爾蘇拉
1048,1964年
1049,印度洋
1050,維持現狀
1051,挪威
1052,南北戰爭
1053,蒙羞
1054,南華縣
1055,英國人
1056,李紳
1057,電車
1058,帝位世襲
1059,18.6度
1060,1939年
1061,唐史學家
1062,劉表
1063,慶元
1064,軍事委員會北平分會副委員長
1065,英美法系
1066,石油危機
1067,唐朝
1068,奧斯陸峽灣
1069,1920年
1070,硫代硫酸氨
1071,《金雲翹傳》
1072,89萬
1073,1912年
1074,1627年
1075,區域性污染
1076,阿內加達島
1077,唐生智
1078,夏季
1079,新北地方法院
1080,馬克西米安
1081,6世紀
1082,24所
1083,甘肅省
1084,數列表示
1085,1所
1086,耶穌會
1087,一個
1088,四舊
1089,三次
1090,為了獲得大寧地區的駐牧權
1091,俗語
1092,郭松齡
1093,爆炸性
1094,雲南省第二殖邊督辦公署
1095,明朝時期
1096,1968年
1097,各國海軍
1098,1932年
1099,鐮倉幕府
1100,世稱恭順
1101,氣候分類系統
1102,二戰
1103,財產資格限制
1104,吳國
1105,汗位取得不合法
1106,丹都洛
1107,莊士敦道
1108,帕塔普斯科河
1109,1945年
1110,義熙十一年
1111,戰時研發商
1112,赫爾辛基
1113,《男人四十》
1114,羅馬帝國
1115,1847年
1116,辛亥革命
1117,史夔
1118,合會朱陸
1119,傑弗里·德維爾阿杜安
1120,阿拉伯半島
1121,塞爾維亞
1122,加州尤巴城
1123,君主
1124,天下人
1125,日本
1126,尼古拉斯·尼葛洛龐帝
1127,朱序
1128,石油危機
1129,教育產業化
1130,1992年
1131,康拉德·阿登納
1132,朝貢
1133,聖奧古斯丁
1134,大約公元185年
1135,弱勢群體
1136,大正天皇
1137,西區圖書館
1138,北齊
1139,足利義輝
1140,黨派紛爭
1141,中華人民共和國衛生部
1142,謁師
1143,斯拉夫人
1144,第4
1145,聯邦制
1146,1799年
1147,波多黎各
1148,瑞士蘇黎世州
1149,洪武三十一年
1150,德國
1151,76間
1152,民國19年
1153,50元
1154,中華民國
1155,7局
1156,拋秧
1157,七個
1158,周恩來
1159,卡加梅
1160,93位
1161,悉曇體書寫的梵文佛經
1162,5月17日
1163,財務報表
1164,羅馬文學
1165,海軍中尉軍階
1166,山內一豐
1167,空射火箭
1168,1836年
1169,敘利亞
1170,4千
1171,德里克·羅勃茲因
1172,伊斯蘭教
1173,印度
1174,哥廷根亨德爾國際音樂節
1175,236路
1176,夜裡10點至翌日凌晨6點間
1177,法國
1178,歐德謨
1179,居維葉繼道本頓
1180,通州張家灣
1181,韓國電視台
1182,《血盟救國軍軍歌》
1183,廣州
1184,聽診器
1185,被迫
1186,唯泰主義
1187,1993年
1188,兩岸經濟合作架構協議
1189,攻擊明朝的軍事重鎮大同
1190,自由主義
1191,1874年
1192,每一聲波周期因而都可以有一定數量的纖維同步發放
1193,卡斯特拉
1194,李克強
1195,河東道
1196,靜態[UNK]網頁
1197,希波丹姆
1198,熱帶稀樹草原
1199,[PAD]
1200,國民政府軍事委員會將山西劃為第二戰區，組織成立了第二戰區長官司令部
1201,63個
1202,46公里
1203,十六世紀
1204,帕多瓦大學
1205,周宣王時期
1206,廈門市
1207,1885年
1208,不承擔國家賦役
1209,發展局
1210,極光
1211,北京電視台
1212,舟山撤退
1213,十月革命
1214,英國
1215,美國大學協會
1216,公共教育經費
1217,日本關東軍
1218,開京
1219,美國大蕭條時期
1220,解決元成宗時期的財政危機
1221,拉丁人
1222,明文
1223,蔣介石
1224,全印穆斯林聯盟
1225,後受通古斯人壓力
1226,喇嘛教
1227,鎌倉時代
1228,氣泡狀範圍稱為太陽圈
1229,建設中國特色社會主義
1230,劉裕
1231,東正教
1232,鮑德溫伯爵
1233,佛教
1234,三代
1235,伊斯蘭教
1236,臺北市
1237,鄧小平
1238,南斯拉夫
1239,武陵
1240,殺蟲
1241,法國大革命
1242,自由韓國黨
1243,否決權
1244,二十世紀
1245,積極進攻
1246,加拿大
1247,1926年
1248,義大利汽車之都
1249,火箭發動機
1250,機械門控通道
1251,在列車前面拉動
1252,聖喬治拉丁文學校
1253,23年
1254,1948年12月1日
1255,武宗系
1256,私兵制度
1257,魏博拉盧比民達行業工會
1258,文章奧府
1259,基本差異在於繁衍後代所需基因物質產生的方式
1260,非洲
1261,瓊州海峽
1262,安德魯約翰遜
1263,普林斯頓大學
1264,83年
1265,釣魚台國賓館
1266,伊達政宗
1267,因為量子物理學的進展
1268,民國3年
1269,杜拜金融服務局
1270,潘章
1271,班傑明·富蘭克林
1272,臺灣
1273,第二代
1274,日美神奈川條約
1275,北京
1276,室溫
1277,哈利里德
1278,發現蘇聯的一篇有關電磁波研究的論文
1279,柏拉圖
1280,波蘭人
1281,六四事件
1282,英祖四年
1283,改良式
1284,那一夜，我們說相聲
1285,二人
1286,1830年
1287,全球資訊網
1288,八月
1289,認知科學
1290,廣州話
1291,張伯倫
1292,粳稻
1293,挪威
1294,1800個
1295,中國郵政集團公司
1296,清朝沒有誠意
1297,我們是一個民族！
1298,安納托利亞人
1299,福島縣會津地區
1300,1913年
1301,土地
1302,阿拉曼人
1303,史蒂夫·鮑爾默
1304,天花病
1305,牡丹峰樂團
1306,印度
1307,3座
1308,周敦頤
1309,沃爾普斯韋德
1310,朱利烏斯·凱撒
1311,豫
1312,1919年4月13日
1313,1133515人
1314,喃字
1315,排灣族
1316,芝大
1317,普選制度
1318,高宗
1319,2015年
1320,1969年
1321,自由民主黨
1322,前院曬穀
1323,一綱多本
1324,479年
1325,病態賭徒
1326,全國人民代表大會
1327,外太空
1328,黃中理
1329,扶助弱小民族使之自治自決
1330,伍西班牙
1331,1905年
1332,東南亞
1333,鐵
1334,拿破崙
1335,廣東省
1336,聖母大學
1337,羅馬法
1338,心理學家
1339,希臘
1340,拉丁字母
1341,《中俄密約》
1342,卡普拉
1343,雙重國籍
1344,克拉克望遠鏡
1345,生物質
1346,秘書處
1347,就地掩埋稻草，除不會製造空氣汙染
1348,66種
1349,類比訊號
1350,回族
1351,視錐細胞
1352,人口眾多
1353,威廉二世
1354,遵義會議
1355,《我於青春無悔》
1356,君士坦丁大帝
1357,美國國家草地網球聯盟
1358,8月26日
1359,阿爾法
1360,朱棣
1361,外交手段
1362,1887年
1363,2008年
1364,阿基米德
1365,2010年
1366,1918年
1367,對刺激的回應
1368,魯宗之
1369,對日本幕府散播西班牙企圖顛覆德川幕府陰謀
1370,朝鮮王朝
1371,2012年
1372,生物動力學
1373,印度洋暖濕氣流
1374,太白山脈
1375,廓索維茨
1376,性能
1377,民國十八年
1378,濟州島
1379,一萬兌一比率
1380,25個
1381,整軍協定
1382,1996年
1383,1985年
1384,4世紀
1385,顯示自己的獨立自主
1386,15世紀
1387,九龍灣站
1388,1980年代
1389,1997年
1390,牛津大學
1391,折下吉延
1392,越南
1393,1914年
1394,為了盡一分努力
1395,2300多種
1396,對能源的需求持續增長，生物質能的工業也隨著水漲船高
1397,女性
1398,40倍
1399,1958年
1400,白色
1401,1856年
1402,忽必烈
1403,反革命事件
1404,王光美
1405,理察·科伯恩·麥克勞林
1406,東德建立了就業保障制度，且與西德
1407,1624年
1408,15%
1409,蔣中正
1410,奈及利亞
1411,亞洲
1412,2000年
1413,重力作用
1414,桑
1415,低地方言德語
1416,2013年
1417,1973年
1418,民族權利
1419,南開中學
1420,哲學家
1421,10萬人
1422,惠宗
1423,抗佝[UNK]病維他命
1424,馬來-玻里尼西亞語族
1425,45%
1426,預算限制
1427,意識型態
1428,儒家文明
1429,元代
1430,43人
1431,連線
1432,劉氏
1433,超級模特兒
1434,兩層
1435,麻赫穆德·喀什噶里
1436,共產黨
1437,《鋼鐵是怎樣煉成的》
1438,1994年12月1日
1439,最高榮譽大獎
1440,錫克教
1441,1986年
1442,《安邦定國誌》
1443,百越族
1444,省級公園
1445,米高彭博
1446,伊斯蘭教
1447,徐樹錚
1448,明太祖
1449,歷史博物館
1450,阿內加達島
1451,預期
1452,外國不可能介入內戰
1453,南朝鮮
1454,關島原住民
1455,公共救濟
1456,非洲國家
1457,[PAD]
1458,九龍灣
1459,海南鐵路辦事處
1460,佛教
1461,陳朝
1462,11000間
1463,有色人種
1464,共產國際
1465,漢諾威
1466,中央電視台高清綜合頻道
1467,劉備
1468,衛星國
1469,主體史學
1470,球皺褶
1471,1662年
1472,1884年
1473,第二產業
1474,俄羅斯
1475,伍斯特
1476,整個表面積
1477,流血槍戰過程
1478,張議潮
1479,新幾內亞
1480,正德十一年
1481,陳聖宗、陳興道率領的陳軍積極抵抗，並且瘟疫四竄
1482,法國
1483,喜馬拉雅山
1484,通過與國大黨的合作要求英國廢止劃分孟加拉
1485,沙俄軍隊
1486,200萬立方公尺
1487,黑龍江
1488,1992年
1489,北角區
1490,新界
1491,蔣中正
1492,大和國
1493,佛教
1494,[UNK]以下的聲音對基底膜的影響
1495,雌雄同體
1496,災難型電影
1497,母親病危
1498,巴塞隆納奧運
1499,稻子的根
1500,阿拉巴馬州
1501,鋤草祭
1502,[UNK]-4戰鬥機
1503,2013年
1504,迎接2010年上海世界博覽會的召開
1505,1980年
1506,1967年
1507,俄羅斯聯邦軍隊
1508,南方墨點法
1509,路易斯一世
1510,《時代》
1511,極權主義
1512,《布列斯特-立陶夫斯克條約》
1513,路易·勒沃
1514,布列塔尼半島美國石油公司
1515,後燃器
1516,恩域塔球場
1517,東吳
1518,海煤
1519,自體授粉
1520,1929年
1521,想取快錢
1522,徐家匯
1523,比爾蓋茲
1524,忽必烈
1525,華人
1526,南斯拉夫內戰
1527,《塘沽協定》
1528,烏蘭烏德
1529,1897年
1530,巴拉克·歐巴馬
1531,2008年1月27日
1532,降低成本
1533,決策局
1534,杭州[UNK]橋機場
